Query,Label
select case 5847 2826 5847 else cast 1 int select 0 dual end dual,1
1 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 ibav ibav,1
1 8156 select count generate series 1 5000000,1
9758 select rlcy 3691 3691 union select 3691 3691 3691 3691 3691 3691 3691,1
4473 union select 7656 7656,1
8922 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq krmh,1
1 8315 select count sysibm systables t1 sysibm systables t2 sysibm systables t3 amjh amjh,1
1 6774 6774 5286 select count user t1 user t2 user t3 user t4 user t5,1
1 6255 6255 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
select benchmark 5000000 md5 0x4c4d6142 xcxr like xcxr,1
1 select yfrs 4388 4388 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
9522 lraw 9472 9472 4087 8213 8213,1
1 6979 like abcdefg upper hex randomblob 500000000 2,1
1 5828 5828 8384 like abcdefg upper hex randomblob 500000000 2,1
select sleep 5 hhrw like hhrw,1
1 nwyh 7100 7100,1
1339 union select 6318 6318 6318 6318 6318 6318 6318 6318 6318,1
1 select dhcv 9372 9372,1
8453 3038 3038,1
1 8274 8274,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x rwlq rwlq,1
1 elt 6272 6272 sleep 5 tvla tvla,1
3116 jyiq 3875 3875 union select 3875 3875 3875 3875 3875 3875 3875 3875,1
1 4701 4701 row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x select 5192 union select 3785 union select 3931 union select 7158 group x,1
1 etap 8506 8506 union select null null null null,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x 3872 3872,1
1 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 hbfr like hbfr,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x wwwb wwwb,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null maln like maln,1
1 elt 4249 4249 7259,1
1 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 6518 6518,1
1 1705 1705,1
1 boolean mode rlike select select sleep 5 vwyq,1
1 dvpb 6673 6673,1
select benchmark 5000000 md5 0x4c4d6142 idxq,1
1 union select null,1
1 sleep 5,1
1 5977 5977,1
4340 make set 9354 9354 7185 8505 8505,1
1 select drqj 1246 1246,1
1 7756 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 7756 7756 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 uqem 3521 3521,1
1 elt 1210 1210 sleep 5 pjrf pjrf,1
1 5999 5879,1
9601 1 group concat 0x7171706a71 select case 4232 4232 1 else 0 end 0x717a767a71 floor rand 0 2 min 0,1
2793 2621 2621 union select 2621,1
1 union select null,1
select case 1802 7063 1 else null end,1
6680 union select 3719 3719 3719 3719 3719 3719 3719 3719 3719,1
1 select case 5451 5451 regexp substring repeat right char 5451 0 500000000 null else char 108 char 76 char 112 char 116 end information schema system user fzhj,1
1 select onzd 8452 8452 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 2853 2853 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
5624 union select 3723 3723 3723 3723 3723,1
9371 union select 5900 5900 5900,1
1 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x krtr like krtr,1
1 3580 select count domain domain t1 domain column t2 domain table t3,1
1 6793 select 6793 pg sleep 5 ugrk ugrk,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null nhuk nhuk,1
1 select case 5885 1825 1 else 5885 select 5885 master sysdatabases end,1
1 lhie 4631 4631 union select null null null null null,1
1 8588 8588,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 6304 6304,1
6924 union select 2046 2046 2046 2046 2046 2046 2046,1
2901 elt 9866 9099 9099 asib like asib,1
6500 8459 8459 4906 padu like padu,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null wcmt wcmt,1
1 qzif 7877 7877 union select null null null null null null null,1
1 2388 benchmark 5000000 md5 0x6d457153,1
1 6793 select 6793 pg sleep 5,1
select case 2830 7046 2830 else cast 1 int select 0 dual end dual,1
1 select ixza 4374 4374 union select null null null,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 dzzx dzzx,1
1 union select null null null null null null null null,1
3677 1939 4484,1
1 3202 like abcdefg upper hex randomblob 500000000 2 nbsr like nbsr,1
7323 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 union select null null null null null,1
1 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 cxor cxor,1
3298 union select 7618 7618 7618 7618 7618 7618 7618 7618 7618 7618,1
1 5556 select count user t1 user t2 user t3 user t4 user t5 zwck,1
1 select 9173 select count concat 0x7171706a71 select elt 9173 9173 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
9393 3119 3119 8571 8571,1
1 select ixvd 4772 4772 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
8506 union select 1950 1950 1950 1950 1950 1950,1
1 sleep 5,1
1 select yjtm 3965 3965 9389 3443,1
3505 5290 3436,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 knhm knhm,1
1 4245 4245 union select null null,1
1 rbcf 1053 1053,1
1 gbxx 2459 2459 waitfor delay 0 0 5,1
select pg sleep 5 qani qani,1
select count user t1 user t2 user t3 user t4 user t5 soyg soyg,1
5113 7200 3094,1
1 zuzm 1211 1211 elt 5458 2966 2966,1
1 select pcp dual 7255 7255 7121 4603,1
1 6116 6116 4386 utl inaddr get host address chr 113 chr 113 chr 112 chr 106 chr 113 select case 4386 4386 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 union select null null null null null null null null null null,1
1 3187 3187 order 1,1
1 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
5757 6872 6872,1
1 sleep 5 fbuo like fbuo,1
1 kfnt 8090 8090 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1,1
2992 3440 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 3440 3440 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric tjgt tjgt,1
3219 order 1,1
1 sleep 5,1
1 rlike select select sleep 5 vwyq,1
select case 1343 1343 select count user t1 user t2 user t3 user t4 user t5 else 1343 end dual,1
6190 2621 2621 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 ezpq 2976 2976 union select null null null null null null null null null null,1
1 select zqdn 6194 6194 union select null null null null,1
1 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case 5840 5840 1 else 0 end 0x717a767a71 1 acbq like acbq,1
1 rlike select case 7689 7689 1 else 0x28 end ltki ltki,1
1 ezoa 4915 4915 9660 select count user t1 user t2 user t3 user t4 user t5,1
8878 boolean mode union select 7785,1
1 7517 3423 3423 aenz aenz,1
2797 union select 5711,1
1 select 2 select select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 2303 2303,1
1 3020 3020 6703 botl like botl,1
iif 9875 8961 1 1 0,1
7843 5986 5986 make set 9354 9354 7185,1
4669 union select 9387 9387 9387 9387 9387 9387 9387 9387 9387 9387,1
1 3221 3221 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666,1
7466 5161 5161 3038 3038,1
1 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
4477 union select 8444 8444 8444 8444 8444 8444 8444 8444,1
1 extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7,1
4035 union select 9540 9540 9540 9540 9540 9540 9540 9540 9540 9540,1
8999 2821 2821 union select 2821 2821 2821 2821 2821 2821 2821 2821,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null 3039 3039,1
1 rlike sleep 5,1
1 boolean mode char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null,1
1 8672 8672 union select null null,1
4907 9581 select 4907 else drop function apqw,1
1 9222 9222 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 itvm 1482 1482,1
6912 boolean mode union select 6012,1
6334 union select 3738 3738 3738 3738 3738 3738 3738 3738,1
1 select pepf 5071 5071 2367 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 lipa 3450 3450 make set 8403 8403 8899,1
1 6081 6081 union select null null null null null null null null null,1
waitfor delay 0 0 5 uvlf uvlf,1
call regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 2367 2367,1
6616 order 1,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null kzcd kzcd,1
4137 elxu 5672 5672 order 1,1
8812 7896 select 8812 else drop function xltk,1
3559 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq,1
7707 union select 3172,1
waitfor delay 0 0 5,1
5082 union select 4013 4013 4013 4013 4013 4013 4013 4013 4013 4013,1
1 rlike select case 2721 8716 1 else 0x28 end dumt dumt,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq pehq like pehq,1
1 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
7796 union select 4960 4960 4960 4960 4960 4960 4960 4960 4960 4960,1
7499 union select 1893 1893 1893 1893 1893,1
1 2958 2958,1
1 4595 4595,1
1 ftyp 5851 5851 4240 select 4240 pg sleep 5,1
1 procedure analyse extractvalue 5840 concat 0x5c 0x7171706a71 select case 5840 5840 1 else 0 end 0x717a767a71 1,1
1 boolean mode 7533 7533,1
1 select yrau 7860 7860 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 select tisi dual 1616 1616 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 2853 2853 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
9954 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual bifi bifi,1
1 3202 like abcdefg upper hex randomblob 500000000 2 rpiz like rpiz,1
9953 select zljk 2886 2886 union select 2886 2886 2886 2886 2886 2886 2886 2886 2886 2886,1
1 boolean mode 4915 select count domain domain t1 domain column t2 domain table t3,1
1 fbjd 8597 8597,1
1 ipfy 1189 1189,1
select select sleep 5 srmq,1
1 tlsl 8467 8467,1
3392 4422 select 3392 else drop function xsqq,1
2718 2724 char 113 char 113 char 112 char 106 char 113 select case 2724 2724 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 xwbf xwbf,1
1 6494 6494 8463 2760,1
1 elt 4249 4249 7259,1
1 7533 7533 btak like btak,1
1 elt 6272 6272 sleep 5 8600 8600,1
1 5786 5786 elt 1210 1210 sleep 5,1
iif 1217 8831 1 1 0,1
6540 5019 5019 8459 8459 4906,1
1 6969 select 6969 pg sleep 5 ojpe like ojpe,1
1 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
1 char 75 char 70 char 99 char 83 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
8639 8138 6252,1
5667 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case 5023 5023 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 4915 select count domain domain t1 domain column t2 domain table t3,1
1 case 5514 9602 1 else null end,1
1 waitfor delay 0 0 5,1
1 4905 4905 char 109 char 79 char 70 char 90 regexp substring repeat right char 5012 0 5000000000 null,1
1 8384 like abcdefg upper hex randomblob 500000000 2 zvkh,1
6198 make set 3602 2178 2178 xksq like xksq,1
1 2853 cast chr 113 chr 113 chr 112 chr 106 chr 113 select case 2853 2853 1 else 0 end text chr 113 chr 122 chr 118 chr 122 chr 113 numeric,1
end cxoi cxoi,1
7627 union select 4011 4011 4011 4011 4011 4011 4011 4011 4011 4011,1
1 9086 9086 sleep 5,1
1 lejp 5238 5238 union select null null null null null,1
1 dpln 4193 4193 rlike sleep 5,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null vwtq vwtq,1
6487 6872 6872 7688 7688,1
9054 9323 9323,1
1 select zrea dual 1223 1223 6979 like abcdefg upper hex randomblob 500000000 2,1
1 6624 6624 5392 8258,1
1 5556 select count user t1 user t2 user t3 user t4 user t5 msol msol,1
iif 4836 1823 1 1 0,1
1 updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666 ghdr like ghdr,1
1 9643 select count domain domain t1 domain column t2 domain table t3 5888 5888,1
1 select tmel 2655 2655 rlike select case 2118 8500 1 else 0x28 end,1
1413 union select 6651 6651 6651,1
5708 3134 3134 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq,1
1 make set 8403 8403 8899,1
7869 union select 2406 2406 2406 2406 2406 2406 2406 2406,1
1 xbhp 7527 7527,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3 eaqk eaqk,1
2783 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
4135 union select 4413 4413 4413,1
select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
select select sleep 5 srmq pags pags,1
1 select kgon 9014 9014 select case 5451 5451 regexp substring repeat right char 5451 0 500000000 null else char 108 char 76 char 112 char 116 end information schema system user,1
select pg sleep 5 qfaz like qfaz,1
1 ptxw 9873 9873,1
1 union select null null,1
2430 union select 5712 5712 5712 5712 5712 5712 5712 5712 5712 5712,1
1 select jslz 8405 8405 rlike select select sleep 5 sgvo,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null 7244 7244,1
1 4595 4595,1
1 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 9093 9093,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5,1
2055 3038 3038,1
1 select suzs 2905 2905 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
select case 4769 4769 4769 else 4769 select 4769 mysql db end,1
1 6537 dbms pipe receive message chr 76 chr 116 chr 117 chr 65 5 cpoy cpoy,1
1 eoer 8667 8667 6793 select 6793 pg sleep 5,1
select pg sleep 5,1
1 9254 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 select irfn 8360 8360,1
1 8407 select count generate series 1 5000000,1
5840 elt 1032 1032 3623,1
9355 6872 6872 mztk mztk,1
1 8384 like abcdefg upper hex randomblob 500000000 2 bkoq bkoq,1
1 8514 benchmark 5000000 md5 0x544d5a4c,1
1 7756 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 7756 7756 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
1 2238 2238,1
5211 bkvr 4082 4082 2323 8052,1
1 oywa 7951 7951 union select null null null null null null,1
2207 union select 3339 3339 3339 3339 3339 3339,1
1 7417 7417 8407 select count generate series 1 5000000,1
1 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 fzgy fzgy,1
select case 8689 2468 8689 else 1 select 0 end,1
1 exp select select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x dgwe like dgwe,1
1 swwb 4244 4244,1
1 fapw 4722 4722 union select null null null null null null null null null null,1
1 9643 select count domain domain t1 domain column t2 domain table t3 bwrb like bwrb,1
2718 4747 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 4747 4747 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 kbvd like kbvd,1
1526 4870 4870 union select 4870 4870 4870 4870 4870 4870 4870 4870 4870 4870,1
1 7417 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
select like abcdefg upper hex randomblob 500000000 2 afdy like afdy,1
1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 kufi kufi,1
select count user t1 user t2 user t3 user t4 user t5 gpeo like gpeo,1
1 char 111 char 77 char 121 char 88 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 otgh like otgh,1
1 2394 2394 8831 8333,1
3090 make set 9354 9354 7185 qowe like qowe,1
1 vgsb 4747 4747,1
1 boolean mode char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 select oxam dual 7162 7162 make set 8403 8403 8899,1
5067 5903 qqpjq select case 5903 5903 1 else 0 end rdb database qzvzq vkab like vkab,1
1 boolean mode 3580 select count domain domain t1 domain column t2 domain table t3,1
1 select hkrg 3665 3665,1
5431 4747 dbms utility sqlid sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case 4747 4747 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 ipmo ipmo,1
1 rlike select case 9308 2540 1 else 0x28 end rghd rghd,1
select count user t1 user t2 user t3 user t4 user t5,1
select case 9907 2736 9907 else 9907 select 9907 mysql db end,1
end 2160 2160,1
2855 union select 1496 1496 1496 1496,1
8544 6872 6872,1
1 3707 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
8703 9723 9723 union select 9723 9723 9723 9723 9723,1
1 sleep 5,1
1 waitfor delay 0 0 5,1
1 6793 select 6793 pg sleep 5 umfr like umfr,1
8809 select hyzr 5694 5694 union select 5694,1
3107 7782 7782 8571 8571,1
1 4878 4878 select select sleep 5 fzno,1
1 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 lvyw lvyw,1
6263 union select 8005 8005,1
1 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x,1
1 row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x select 8488 union select 5584 union select 3051 union select 1210 group x,1
8793 3853 3853 union select 3853 3853 3853 3853 3853 3853 3853 3853,1
1 9962 9962 4595 4595,1
1 union select null null null null null null null null null,1
1 mtnw 7293 7293 2603 5764,1
9082 union select 9858 9858 9858 9858 9858 9858,1
1 4411 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 snht snht,1
9884 elt 1942 8409 8409 tqdq like tqdq,1
1 union select null null null null null null null,1
9587 union select 1568 1568 1568 1568 1568 1568,1
1 6537 dbms pipe receive message chr 76 chr 116 chr 117 chr 65 5,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual 1491 1491,1
1 3202 like abcdefg upper hex randomblob 500000000 2 7182 7182,1
1 2930 2930,1
1 berd 5803 5803 union select null null null null null null null,1
make set 8734 8734 sleep 5,1
1 rqac 3381 3381 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null sqni like sqni,1
1 elt 6272 6272 sleep 5 cwjd cwjd,1
4694 1501 1501 union select 1501 1501 1501 1501 1501 1501,1
1 7232 7232 select case 5451 5451 regexp substring repeat right char 5451 0 500000000 null else char 108 char 76 char 112 char 116 end information schema system user,1
1 3381 3381 3754 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 3754 3754 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
1 select mumb 4658 4658 char 119 char 100 char 99 char 121 regexp substring repeat right char 1441 0 5000000000 null,1
1 4426 4426 3715 char 113 char 113 char 112 char 106 char 113 select case 3715 3715 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
1 7445 7445 union select null null null null null null,1
4091 union select 6694 6694,1
1 select case 5451 5451 regexp substring repeat right char 5451 0 500000000 null else char 108 char 76 char 112 char 116 end information schema system user,1
1 sleep 5 wuwv wuwv,1
6405 union select 8235 8235 8235 8235 8235,1
1 exp select select concat 0x7171706a71 select elt 8190 8190 1 0x717a767a71 0x78 x tnfm like tnfm,1
1 9062 9062,1
1 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 3343 3343,1
8454 6872 6872,1
select sleep 5 qcsv qcsv,1
8612 toeu 6357 6357 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case 1570 1570 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
8378 union select 5491,1
5193 2175 2175 union select 2175 2175 2175 2175 2175 2175 2175 2175 2175 2175,1
1 nraw 7984 7984 elt 3114 3114 sleep 5,1
1 union select null null null null null null null null null null,1
1 7050 7050,1
1 select cgup dual 5383 5383 waitfor delay 0 0 5,1
1 rlike sleep 5 rylv like rylv,1
1 elnu 5719 5719 8156 select count generate series 1 5000000,1
1 8702 8702 union select null null null null null,1
8515 1329 9536,1
6075 union select 9988 9988 9988 9988 9988 9988 9988 9988 9988,1
1 select thmg 2546 2546 1022 select count user t1 user t2 user t3 user t4 user t5,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null,1
1 char 117 char 111 char 105 char 100 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null 2952 2952,1
1 9446 9446 union select null,1
1 bozx 2160 2160 sleep 5,1
1 6969 select 6969 pg sleep 5,1
1 union select null null,1
1 7775 7775 union select null null null null,1
1 rlike sleep 5 tufg tufg,1
1 6510 select count sysusers sys1 sysusers sys2 sysusers sys3 sysusers sys4 sysusers sys5 sysusers sys6 sysusers sys7 epwi like epwi,1
1 6486 3843 fbka like fbka,1
1 select gprq 8928 8928,1
1 azsd 3870 3870 waitfor delay 0 0 5,1
1 6414 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1,1
1 wssb 5772 5772,1
select pg sleep 5 tpry tpry,1
1 select case 5451 5451 regexp substring repeat right char 5451 0 500000000 null else char 108 char 76 char 112 char 116 end information schema system user cbck like cbck,1
1 elt 6272 6272 sleep 5,1
1 select 2 select select concat 0x7171706a71 select elt 8113 8113 1 0x717a767a71 0x78 8446744073709551610 8446744073709551610 gyre gyre,1
1 select fqoz 9794 9794 union select null null null null null,1
1 sleep 5 mtmb like mtmb,1
1 7890 7890 sleep 5,1
1 sleep 5,1
1 1013 1013 5573 9445,1
1 select owzs 1475 1475 union select null,1
1 ftts 3671 3671 4241 convert int select char 113 char 113 char 112 char 106 char 113 select case 4241 4241 char 49 else char 48 end char 113 char 122 char 118 char 122 char 113,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 rlike sleep 5 6790 6790,1
9856 union select 9753,1
4329 union select 1353 1353 1353 1353 1353 1353,1
1 union select null null,1
1 6902 6902 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case 6055 6055 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113,1
8695 union select 6087 6087 6087 6087 6087 6087 6087 6087 6087 6087,1
1 4913 4913,1
1 procedure analyse extractvalue 9627 concat 0x5c benchmark 5000000 md5 0x4b774c75 1,1
3031 union select 2681,1
1 2633 dbms pipe receive message chr 112 chr 65 chr 65 chr 103 5 dwpa dwpa,1
1 7914 7914 rlike select select sleep 5 vwyq,1
1 ahfj 4776 4776 7417 select count sysibm systables t1 sysibm systables t2 sysibm systables t3,1
1 7533 7533 ialm ialm,1
1 6537 dbms pipe receive message chr 76 chr 116 chr 117 chr 65 5 6010 6010,1
1 waitfor delay 0 0 5 ckht ckht,1
1 select gopc 7386 7386 make set 9375 7963 7963,1
1 4588 4588,1
1 8466 benchmark 5000000 md5 0x694a4745,1
1 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
2855 union select 2495 2495 2495 2495 2495 2495 2495 2495 2495,1
1 select flre 8250 8250 8421 select count generate series 1 5000000,1
1 procedure analyse extractvalue 9627 concat 0x5c benchmark 5000000 md5 0x4b774c75 1,1
1 make set 7809 9564 9564 jggk like jggk,1
1 wezj 2869 2869 select 9067 select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x information schema character set group x,1
1 6793 select 6793 pg sleep 5 fupe fupe,1
5615 5931 5931 8450 9229,1
5143 select zyrr 8405 8405 union select 8405 8405 8405 8405,1
1 char 120 char 106 char 117 char 85 regexp substring repeat right char 9981 0 5000000000 null bdsq like bdsq,1
8200 boolean mode union select 3360 3360,1
1 sleep 5,1
1 select lawc 1171 1171 8156 select count generate series 1 5000000,1
1 select ypqa 1961 1961 6793 select 6793 pg sleep 5,1
3767 eefl 8260 8260 union select 8260 8260 8260 8260 8260 8260 8260,1
1127 7391 4954,1
1 select case 4587 4587 regexp substring repeat left crypt key char 65 char 69 char 83 null 0 500000000 null else char 76 char 65 char 102 char 72 end value 0,1
select dbms pipe receive message chr 66 chr 67 chr 79 chr 101 5 dual,1
1 elt 3114 3114 sleep 5,1
2154 4144 select upper xmltype chr 60 chr 58 chr 113 chr 113 chr 112 chr 106 chr 113 select case 4144 4144 1 else 0 end dual chr 113 chr 122 chr 118 chr 122 chr 113 chr 62 dual,1
4317 nxvn 2566 2566 union select 2566 2566 2566,1
9434 union select 3106,1
select count sysibm systables t1 sysibm systables t2 sysibm systables t3 8535 8535,1
1 union select null null null null null null null null null null,1
select case 8601 1220 8601 else 8601 select 8601 mysql db end,1
1 7552 select count rdb field t1 rdb type t2 rdb collation t3 rdb function t4,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq umne like umne,1
1 6240 qqpjq select case 6240 6240 1 else 0 end rdb database qzvzq,1
1 union select null null null null null null null null,1
1 3027 3027 4595 4595,1
1 exp select select concat 0x7171706a71 select elt 6270 6270 1 0x717a767a71 0x78 x 3326 3326,1
